action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,36283,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CONC1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '19.32', 'le': '0.40', 'lle': '7.19', 'sei': '5.69'}",CHEMBL151591,,CHEMBL151591,6.67,0,http://www.openphacts.org/units/Nanomolar,295472,=,1,1,=,,IC50,nM,,212.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,212.0
,,37497,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '13.19', 'le': '0.26', 'lle': '3.64', 'sei': '5.63'}",CHEMBL80453,,CHEMBL80453,5.92,0,http://www.openphacts.org/units/Nanomolar,140726,=,1,1,=,,IC50,nM,,1210.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1210.0
,,38774,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(OCc4ccc(Cl)cc4)cc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '10.06', 'le': '0.20', 'lle': '0.78', 'sei': '5.55'}",CHEMBL312432,,CHEMBL312432,5.32,0,http://www.openphacts.org/units/Nanomolar,140737,=,1,1,=,,IC50,nM,,4750.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,4750.0
,,39768,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '23.59', 'le': '0.48', 'lle': '7.98', 'sei': '6.04'}",CHEMBL150655,,CHEMBL150655,7.77,0,http://www.openphacts.org/units/Nanomolar,295496,=,1,1,=,,IC50,nM,,17.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,17.0
,,39773,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)N2C/C(=N\N3CCNCC3)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '15.32', 'le': '0.31', 'lle': '6.34', 'sei': '5.45'}",CHEMBL151331,,CHEMBL151331,6.74,0,http://www.openphacts.org/units/Nanomolar,295479,=,1,1,=,,IC50,nM,,184.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,184.0
,,39852,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCOc3ccccc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '11.62', 'le': '0.23', 'lle': '2.48', 'sei': '5.27'}",CHEMBL306617,,CHEMBL306617,5.54,0,http://www.openphacts.org/units/Nanomolar,140723,=,1,1,=,,IC50,nM,,2900.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,2900.0
,,39857,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '13.40', 'le': '0.27', 'lle': '3.15', 'sei': '5.37'}",CHEMBL79111,,CHEMBL79111,5.15,0,http://www.openphacts.org/units/Nanomolar,140752,=,1,1,=,,IC50,nM,,7060.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,7060.0
,,40999,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '17.45', 'le': '0.35', 'lle': '5.95', 'sei': '5.44'}",CHEMBL150483,,CHEMBL150483,7.09,0,http://www.openphacts.org/units/Nanomolar,295487,=,1,1,=,,IC50,nM,,81.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,81.0
,,41076,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OCCN4CCCCC4)cc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '9.95', 'le': '0.19', 'lle': '1.67', 'sei': '5.27'}",CHEMBL78798,,CHEMBL78798,5.71,0,http://www.openphacts.org/units/Nanomolar,140755,=,1,1,=,,IC50,nM,,1950.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1950.0
,,42228,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OCC)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '18.55', 'le': '0.37', 'lle': '5.88', 'sei': '6.30'}",CHEMBL440355,,CHEMBL440355,7.41,0,http://www.openphacts.org/units/Nanomolar,295486,=,1,1,=,,IC50,nM,,39.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,39.0
,,42285,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '15.60', 'le': '0.31', 'lle': '4.30', 'sei': '6.57'}",CHEMBL80969,,CHEMBL80969,6.31,0,http://www.openphacts.org/units/Nanomolar,140706,=,1,1,=,,IC50,nM,,492.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,492.0
,,42289,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2CCC(C(=O)NO)(S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '11.88', 'le': '0.24', 'lle': '1.86', 'sei': '6.00'}",CHEMBL78909,,CHEMBL78909,6.31,0,http://www.openphacts.org/units/Nanomolar,140735,=,1,1,=,,IC50,nM,,490.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,490.0
,,44672,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '12.23', 'le': '0.24', 'lle': '2.20', 'sei': '6.12'}",CHEMBL76137,,CHEMBL76137,5.88,0,http://www.openphacts.org/units/Nanomolar,140710,=,1,1,=,,IC50,nM,,1330.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1330.0
,,44677,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '16.40', 'le': '0.33', 'lle': '4.17', 'sei': '5.75'}",CHEMBL310340,,CHEMBL310340,5.86,0,http://www.openphacts.org/units/Nanomolar,140757,=,1,1,=,,IC50,nM,,1380.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1380.0
,,45818,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '15.57', 'le': '0.32', 'lle': '3.42', 'sei': '6.51'}",CHEMBL440498,CTS-1027,CHEMBL440498,6.63,0,http://www.openphacts.org/units/Nanomolar,140733,=,1,1,=,,IC50,nM,,233.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,233.0
,,47001,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1C/C(=N/Oc2ccccc2)CN1S(=O)(=O)c1ccc(Oc2ccncc2)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '16.00', 'le': '0.31', 'lle': '4.91', 'sei': '5.75'}",CHEMBL150027,,CHEMBL150027,7.50,0,http://www.openphacts.org/units/Nanomolar,295481,=,1,1,=,,IC50,nM,,32.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,32.0
,,48333,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)O/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '16.37', 'le': '0.33', 'lle': '4.56', 'sei': '6.48'}",CHEMBL346442,,CHEMBL346442,7.62,0,http://www.openphacts.org/units/Nanomolar,295483,=,1,1,=,,IC50,nM,,24.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,24.0
,,48419,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc(OCCN4CCCCC4)cc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '12.05', 'le': '0.24', 'lle': '3.54', 'sei': '5.91'}",CHEMBL76836,,CHEMBL76836,6.41,0,http://www.openphacts.org/units/Nanomolar,140756,=,1,1,=,,IC50,nM,,393.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,393.0
,,49694,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)N2C/C(=N\O)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '18.64', 'le': '0.38', 'lle': '5.96', 'sei': '5.39'}",CHEMBL150077,,CHEMBL150077,6.92,0,http://www.openphacts.org/units/Nanomolar,295468,=,1,1,=,,IC50,nM,,119.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,119.0
,,49700,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '13.80', 'le': '0.28', 'lle': '5.87', 'sei': '4.25'}",CHEMBL357796,,CHEMBL357796,5.37,0,http://www.openphacts.org/units/Nanomolar,295491,=,1,1,=,,IC50,nM,,4235.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,4235.0
,,49769,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccc4ccccc4c3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '14.15', 'le': '0.27', 'lle': '3.27', 'sei': '6.71'}",CHEMBL312429,,CHEMBL312429,6.43,0,http://www.openphacts.org/units/Nanomolar,140711,=,1,1,=,,IC50,nM,,368.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,368.0
,,49775,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '13.13', 'le': '0.27', 'lle': '2.49', 'sei': '6.01'}",CHEMBL78549,,CHEMBL78549,5.76,0,http://www.openphacts.org/units/Nanomolar,140748,=,1,1,=,,IC50,nM,,1720.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1720.0
,,49781,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '12.14', 'le': '0.24', 'lle': '2.16', 'sei': '5.83'}",CHEMBL78508,,CHEMBL78508,5.59,0,http://www.openphacts.org/units/Nanomolar,140744,=,1,1,=,,IC50,nM,,2560.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,2560.0
,,50996,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '21.02', 'le': '0.42', 'lle': '6.77', 'sei': '7.25'}",CHEMBL150242,,CHEMBL150242,8.52,0,http://www.openphacts.org/units/Nanomolar,295471,=,1,1,=,,IC50,nM,,3.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,3.0
,,51077,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCNCC1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '14.36', 'le': '0.30', 'lle': '3.37', 'sei': '5.63'}",CHEMBL80732,,CHEMBL80732,5.90,0,http://www.openphacts.org/units/Nanomolar,140745,=,1,1,=,,IC50,nM,,1260.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1260.0
,,51081,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(Cc3cccc(OC)c3)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '12.22', 'le': '0.24', 'lle': '2.63', 'sei': '5.54'}",CHEMBL309311,,CHEMBL309311,5.82,0,http://www.openphacts.org/units/Nanomolar,140742,=,1,1,=,,IC50,nM,,1500.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1500.0
,,52192,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,C=C1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '22.56', 'le': '0.46', 'lle': '6.53', 'sei': '7.34'}",CHEMBL151399,,CHEMBL151399,7.05,0,http://www.openphacts.org/units/Nanomolar,295477,=,1,1,=,,IC50,nM,,90.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,90.0
,,52259,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '12.17', 'le': '0.24', 'lle': '1.65', 'sei': '6.35'}",CHEMBL79433,,CHEMBL79433,6.10,0,http://www.openphacts.org/units/Nanomolar,140746,=,1,1,=,,IC50,nM,,801.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,801.0
,,52314,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN3CCCCC3)cc2)C(=O)NO)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '13.90', 'le': '0.27', 'lle': '3.78', 'sei': '6.30'}",CHEMBL78299,,CHEMBL78299,6.62,0,http://www.openphacts.org/units/Nanomolar,140732,=,1,1,=,,IC50,nM,,238.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,238.0
,,53544,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CO/N=C1/C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)C1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '20.13', 'le': '0.40', 'lle': '6.63', 'sei': '7.25'}",CHEMBL421966,,CHEMBL421966,8.52,0,http://www.openphacts.org/units/Nanomolar,295488,=,1,1,=,,IC50,nM,,3.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,3.0
,,53550,[],CHEMBL715372,"In vitro inhibition of human recombinant collagenase-1 (Matrix metalloprotease-1, MMP-1)",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OCC(C)C)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1132553,J Med Chem,1999.0,"{'bei': '16.67', 'le': '0.34', 'lle': '4.96', 'sei': '6.06'}",CHEMBL357934,,CHEMBL357934,7.12,0,http://www.openphacts.org/units/Nanomolar,295482,=,1,1,=,,IC50,nM,,75.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,75.0
,,53602,[],CHEMBL714547,In vitro inhibitory activity against matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC=C(C)C)CC2)cc1,,,CHEMBL1145787,J Med Chem,2003.0,"{'bei': '15.31', 'le': '0.31', 'lle': '4.08', 'sei': '6.10'}",CHEMBL310684,,CHEMBL310684,5.86,0,http://www.openphacts.org/units/Nanomolar,140709,=,1,1,=,,IC50,nM,,1390.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1390.0
